GO_ID	GO_Name	GO_Category	Enrichment	p_uncorrected	p_fdr_bh	Study_Count	Study_Total	Pop_Count	Pop_Total	Study_Genes	Depth
GO:0002309	T cell proliferation involved in immune response	BP	p	1.0	1.0	0	229	4	15541		7
GO:0031507	heterochromatin formation	BP	p	1.0	1.0	1	229	120	15541	MECP2	10
GO:0006603	phosphocreatine metabolic process	BP	p	1.0	1.0	0	229	5	15541		5
GO:0035246	peptidyl-arginine N-methylation	BP	p	1.0	1.0	0	229	2	15541		9
GO:2000628	regulation of miRNA metabolic process	BP	p	1.0	1.0	1	229	78	15541	AR	8
GO:0001765	membrane raft assembly	BP	p	1.0	1.0	0	229	10	15541		6
GO:0001731	formation of translation preinitiation complex	BP	p	1.0	1.0	0	229	8	15541		7
GO:0007141	male meiosis I	BP	p	1.0	1.0	0	229	23	15541		9
GO:0002014	vasoconstriction of artery involved in ischemic response to lowering of systemic arterial blood pressure	BP	p	1.0	1.0	0	229	1	15541		8
GO:0035166	post-embryonic hemopoiesis	BP	p	1.0	1.0	0	229	5	15541		5
GO:0042918	alkanesulfonate transmembrane transport	BP	p	1.0	1.0	0	229	6	15541		5
GO:0061853	regulation of neuroblast migration	BP	p	1.0	1.0	0	229	1	15541		6
GO:1904754	positive regulation of vascular associated smooth muscle cell migration	BP	p	1.0	1.0	0	229	15	15541		8
GO:1905694	negative regulation of phosphatidic acid biosynthetic process	BP	p	1.0	1.0	0	229	1	15541		10
GO:2000302	positive regulation of synaptic vesicle exocytosis	BP	p	1.0	1.0	0	229	4	15541		10
GO:0070534	protein K63-linked ubiquitination	BP	p	1.0	1.0	0	229	64	15541		11
GO:0045161	neuronal ion channel clustering	BP	p	1.0	1.0	0	229	10	15541		5
GO:1904597	negative regulation of connective tissue replacement involved in inflammatory response wound healing	BP	p	1.0	1.0	0	229	2	15541		7
GO:0010455	positive regulation of cell fate commitment	BP	p	1.0	1.0	0	229	12	15541		6
GO:0045687	positive regulation of glial cell differentiation	BP	p	1.0	1.0	0	229	37	15541		9
GO:0006681	galactosylceramide metabolic process	BP	p	1.0	1.0	0	229	7	15541		9
GO:0006083	acetate metabolic process	BP	p	1.0	1.0	0	229	4	15541		8
GO:2000479	regulation of cAMP-dependent protein kinase activity	BP	p	1.0	1.0	0	229	4	15541		11
GO:0010987	negative regulation of high-density lipoprotein particle clearance	BP	p	1.0	1.0	0	229	1	15541		6
GO:2001301	lipoxin biosynthetic process	BP	p	1.0	1.0	0	229	3	15541		7
GO:1903436	regulation of mitotic cytokinetic process	BP	p	1.0	1.0	0	229	7	15541		8
GO:1903214	regulation of protein targeting to mitochondrion	BP	p	1.0	1.0	0	229	38	15541		7
GO:2001107	negative regulation of Rho guanyl-nucleotide exchange factor activity	BP	p	1.0	1.0	0	229	2	15541		7
GO:0089718	amino acid import across plasma membrane	BP	p	1.0	1.0	0	229	29	15541		6
GO:0051462	regulation of cortisol secretion	BP	p	1.0	1.0	0	229	5	15541		11
GO:0099610	action potential initiation	BP	p	1.0	1.0	0	229	2	15541		5
GO:2000857	positive regulation of mineralocorticoid secretion	BP	p	1.0	1.0	0	229	3	15541		11
GO:0097022	lymphocyte migration into lymph node	BP	p	1.0	1.0	0	229	4	15541		8
GO:0000967	rRNA 5'-end processing	BP	p	1.0	1.0	0	229	5	15541		9
GO:0006612	protein targeting to membrane	BP	p	1.0	1.0	1	229	69	15541	UBL4A	5
GO:1904382	mannose trimming involved in glycoprotein ERAD pathway	BP	p	1.0	1.0	0	229	1	15541		9
GO:2000108	positive regulation of leukocyte apoptotic process	BP	p	1.0	1.0	0	229	25	15541		7
GO:0033091	positive regulation of immature T cell proliferation	BP	p	1.0	1.0	0	229	5	15541		10
GO:1904340	positive regulation of dopaminergic neuron differentiation	BP	p	1.0	1.0	0	229	2	15541		7
GO:0048252	lauric acid metabolic process	BP	p	1.0	1.0	0	229	2	15541		10
GO:0001575	globoside metabolic process	BP	p	1.0	1.0	0	229	1	15541		8
GO:1903495	cellular response to dehydroepiandrosterone	BP	p	1.0	1.0	0	229	1	15541		6
GO:1901731	positive regulation of platelet aggregation	BP	p	1.0	1.0	0	229	13	15541		8
GO:0006573	valine metabolic process	BP	p	1.0	1.0	0	229	5	15541		8
GO:1904046	negative regulation of vascular endothelial growth factor production	BP	p	1.0	1.0	0	229	1	15541		10
GO:0001832	blastocyst growth	BP	p	1.0	1.0	0	229	6	15541		3
GO:1900535	palmitic acid biosynthetic process	BP	p	1.0	1.0	0	229	1	15541		11
GO:0060126	somatotropin secreting cell differentiation	BP	p	1.0	1.0	0	229	3	15541		4
GO:2000733	regulation of glial cell-derived neurotrophic factor receptor signaling pathway involved in ureteric bud formation	BP	p	1.0	1.0	0	229	1	15541		6
GO:0044794	host-mediated activation of viral process	BP	p	1.0	1.0	0	229	31	15541		5
GO:0043586	tongue development	BP	p	1.0	1.0	0	229	7	15541		5
GO:0061518	microglial cell proliferation	BP	p	1.0	1.0	0	229	6	15541		5
GO:0106135	negative regulation of cardiac muscle cell contraction	BP	p	1.0	1.0	0	229	2	15541		10
GO:0097213	regulation of lysosomal membrane permeability	BP	p	1.0	1.0	0	229	2	15541		6
GO:1905216	positive regulation of RNA binding	BP	p	1.0	1.0	0	229	1	15541		5
GO:0021836	chemorepulsion involved in postnatal olfactory bulb interneuron migration	BP	p	1.0	1.0	0	229	2	15541		5
GO:0090615	mitochondrial mRNA processing	BP	p	1.0	1.0	0	229	2	15541		9
GO:0031929	TOR signaling	BP	p	1.0	1.0	1	229	81	15541	SYAP1	6
GO:0090311	regulation of protein deacetylation	BP	p	1.0	1.0	0	229	9	15541		8
GO:2000211	regulation of glutamate metabolic process	BP	p	1.0	1.0	0	229	3	15541		7
GO:0007066	female meiosis sister chromatid cohesion	BP	p	1.0	1.0	0	229	1	15541		8
GO:0045820	negative regulation of glycolytic process	BP	p	1.0	1.0	0	229	18	15541		11
GO:0060945	cardiac neuron differentiation	BP	p	1.0	1.0	0	229	1	15541		6
GO:0045806	negative regulation of endocytosis	BP	p	1.0	1.0	0	229	58	15541		7
GO:0048278	vesicle docking	BP	p	1.0	1.0	0	229	58	15541		4
GO:0035732	nitric oxide storage	BP	p	1.0	1.0	0	229	1	15541		2
GO:0060383	positive regulation of DNA strand elongation	BP	p	1.0	1.0	0	229	1	15541		9
GO:1990786	cellular response to dsDNA	BP	p	1.0	1.0	0	229	2	15541		5
GO:0070715	sodium-dependent organic cation transport	BP	p	1.0	1.0	0	229	1	15541		5
GO:0097191	extrinsic apoptotic signaling pathway	BP	p	1.0	1.0	1	229	99	15541	DDX3X	6
GO:0006177	GMP biosynthetic process	BP	p	1.0	1.0	0	229	11	15541		11
GO:0060658	nipple morphogenesis	BP	p	1.0	1.0	0	229	1	15541		3
GO:0034552	respiratory chain complex II assembly	BP	p	1.0	1.0	0	229	4	15541		6
GO:0090235	regulation of metaphase plate congression	BP	p	1.0	1.0	0	229	14	15541		4
GO:0035107	appendage morphogenesis	BP	p	1.0	1.0	1	229	95	15541	GPC3	3
GO:0050879	multicellular organismal movement	BP	p	1.0	1.0	0	229	12	15541		2
GO:0051438	regulation of ubiquitin-protein transferase activity	BP	p	1.0	1.0	0	229	22	15541		5
GO:2000007	negative regulation of metanephric comma-shaped body morphogenesis	BP	p	1.0	1.0	0	229	1	15541		7
GO:1901632	regulation of synaptic vesicle membrane organization	BP	p	1.0	1.0	0	229	18	15541		5
GO:0043490	malate-aspartate shuttle	BP	p	1.0	1.0	0	229	8	15541		10
GO:0070120	ciliary neurotrophic factor-mediated signaling pathway	BP	p	1.0	1.0	0	229	5	15541		7
GO:0060347	heart trabecula formation	BP	p	1.0	1.0	0	229	11	15541		4
GO:0036066	protein O-linked glycosylation via fucose	BP	p	1.0	1.0	0	229	2	15541		8
GO:0072513	positive regulation of secondary heart field cardioblast proliferation	BP	p	1.0	1.0	0	229	3	15541		8
GO:0010562	positive regulation of phosphorus metabolic process	BP	p	1.0	1.0	4	229	281	15541	HTR2C,SYAP1,TAFAZZIN,TENM1	6
GO:0045954	positive regulation of natural killer cell mediated cytotoxicity	BP	p	1.0	1.0	0	229	29	15541		9
GO:0036149	phosphatidylinositol acyl-chain remodeling	BP	p	1.0	1.0	0	229	5	15541		8
GO:0042749	regulation of circadian sleep/wake cycle	BP	p	1.0	1.0	0	229	22	15541		5
GO:0043313	regulation of neutrophil degranulation	BP	p	1.0	1.0	0	229	6	15541		10
GO:0031441	negative regulation of mRNA 3'-end processing	BP	p	1.0	1.0	0	229	1	15541		11
GO:0097054	L-glutamate biosynthetic process	BP	p	1.0	1.0	0	229	1	15541		12
GO:1903765	negative regulation of potassium ion export across plasma membrane	BP	p	1.0	1.0	0	229	4	15541		10
GO:0010508	positive regulation of autophagy	BP	p	1.0	1.0	2	229	151	15541	MID2,PIM2	7
GO:0006479	protein methylation	BP	p	1.0	1.0	0	229	32	15541		7
GO:0032237	activation of store-operated calcium channel activity	BP	p	1.0	1.0	0	229	5	15541		11
GO:0051642	centrosome localization	BP	p	1.0	1.0	0	229	30	15541		3
GO:0021623	oculomotor nerve formation	BP	p	1.0	1.0	0	229	2	15541		4
GO:0033540	fatty acid beta-oxidation using acyl-CoA oxidase	BP	p	1.0	1.0	0	229	11	15541		11
GO:0035617	stress granule disassembly	BP	p	1.0	1.0	0	229	7	15541		7
GO:0150024	oxidised low-density lipoprotein particle clearance	BP	p	1.0	1.0	0	229	1	15541		3
GO:0007023	post-chaperonin tubulin folding pathway	BP	p	1.0	1.0	0	229	5	15541		3
GO:0010466	negative regulation of peptidase activity	BP	p	1.0	1.0	0	229	13	15541		9
GO:0030038	contractile actin filament bundle assembly	BP	p	1.0	1.0	0	229	22	15541		8
GO:0030048	actin filament-based movement	BP	p	1.0	1.0	0	229	55	15541		3
GO:1904544	positive regulation of free ubiquitin chain polymerization	BP	p	1.0	1.0	0	229	2	15541		8
GO:1903723	negative regulation of centriole elongation	BP	p	1.0	1.0	0	229	1	15541		7
GO:0003186	tricuspid valve morphogenesis	BP	p	1.0	1.0	0	229	4	15541		5
GO:1903712	cysteine transmembrane transport	BP	p	1.0	1.0	0	229	2	15541		8
GO:0003270	Notch signaling pathway involved in regulation of secondary heart field cardioblast proliferation	BP	p	1.0	1.0	0	229	1	15541		8
GO:0045740	positive regulation of DNA replication	BP	p	1.0	1.0	0	229	39	15541		9
GO:0070231	T cell apoptotic process	BP	p	1.0	1.0	0	229	27	15541		7
GO:0021817	nucleokinesis involved in cell motility in cerebral cortex radial glia guided migration	BP	p	1.0	1.0	0	229	3	15541		9
GO:0001980	regulation of systemic arterial blood pressure by ischemic conditions	BP	p	1.0	1.0	0	229	1	15541		5
GO:0021784	postganglionic parasympathetic fiber development	BP	p	1.0	1.0	0	229	2	15541		5
GO:0110111	negative regulation of animal organ morphogenesis	BP	p	1.0	1.0	0	229	2	15541		6
GO:0048713	regulation of oligodendrocyte differentiation	BP	p	1.0	1.0	0	229	37	15541		6
GO:0045762	positive regulation of adenylate cyclase activity	BP	p	1.0	1.0	0	229	17	15541		6
GO:0016560	protein import into peroxisome matrix, docking	BP	p	1.0	1.0	0	229	4	15541		4
GO:0106288	regulation of deadenylation-dependent decapping of nuclear-transcribed mRNA	BP	p	1.0	1.0	0	229	2	15541		10
GO:0045682	regulation of epidermis development	BP	p	1.0	1.0	0	229	61	15541		4
GO:0006458	'de novo' protein folding	BP	p	1.0	1.0	0	229	8	15541		3
GO:2000670	positive regulation of dendritic cell apoptotic process	BP	p	1.0	1.0	0	229	4	15541		8
GO:0048311	mitochondrion distribution	BP	p	1.0	1.0	0	229	18	15541		4
GO:0030950	establishment or maintenance of actin cytoskeleton polarity	BP	p	1.0	1.0	0	229	4	15541		7
GO:0015675	nickel cation transport	BP	p	1.0	1.0	0	229	2	15541		8
GO:0003299	muscle hypertrophy in response to stress	BP	p	1.0	1.0	0	229	12	15541		5
GO:0070221	sulfide oxidation, using sulfide:quinone oxidoreductase	BP	p	1.0	1.0	0	229	3	15541		5
GO:0002448	mast cell mediated immunity	BP	p	1.0	1.0	0	229	3	15541		5
GO:1900746	regulation of vascular endothelial growth factor signaling pathway	BP	p	1.0	1.0	0	229	25	15541		6
GO:0072348	sulfur compound transport	BP	p	1.0	1.0	0	229	63	15541		4
GO:1902076	regulation of lateral motor column neuron migration	BP	p	1.0	1.0	0	229	1	15541		8
GO:0019915	lipid storage	BP	p	1.0	1.0	0	229	30	15541		3
GO:0052167	symbiont-mediated perturbation of host innate immune response	BP	p	1.0	1.0	0	229	2	15541		7
GO:0036462	TRAIL-activated apoptotic signaling pathway	BP	p	1.0	1.0	0	229	8	15541		8
GO:0051882	mitochondrial depolarization	BP	p	1.0	1.0	0	229	5	15541		5
GO:0033007	negative regulation of mast cell activation involved in immune response	BP	p	1.0	1.0	0	229	4	15541		8
GO:1990559	mitochondrial coenzyme A transmembrane transport	BP	p	1.0	1.0	0	229	1	15541		8
GO:0099003	vesicle-mediated transport in synapse	BP	p	1.0	1.0	1	229	82	15541	OPHN1	5
GO:1905505	positive regulation of motile cilium assembly	BP	p	1.0	1.0	0	229	1	15541		10
GO:0034140	negative regulation of toll-like receptor 3 signaling pathway	BP	p	1.0	1.0	0	229	3	15541		10
GO:0003412	establishment of epithelial cell apical/basal polarity involved in camera-type eye morphogenesis	BP	p	1.0	1.0	0	229	1	15541		7
GO:0002036	regulation of L-glutamate import across plasma membrane	BP	p	1.0	1.0	0	229	8	15541		9
GO:0043457	regulation of cellular respiration	BP	p	1.0	1.0	0	229	32	15541		6
GO:0016098	monoterpenoid metabolic process	BP	p	1.0	1.0	0	229	5	15541		7
GO:0050982	detection of mechanical stimulus	BP	p	1.0	1.0	0	229	50	15541		4
GO:0032369	negative regulation of lipid transport	BP	p	1.0	1.0	0	229	28	15541		6
GO:0014717	regulation of satellite cell activation involved in skeletal muscle regeneration	BP	p	1.0	1.0	0	229	3	15541		6
GO:0046328	regulation of JNK cascade	BP	p	1.0	1.0	1	229	118	15541	NRK	8
GO:2000018	regulation of male gonad development	BP	p	1.0	1.0	0	229	8	15541		5
GO:1905323	telomerase holoenzyme complex assembly	BP	p	1.0	1.0	0	229	5	15541		7
GO:0002677	negative regulation of chronic inflammatory response	BP	p	1.0	1.0	0	229	3	15541		8
GO:0140865	interleukin-22-mediated signaling pathway	BP	p	1.0	1.0	0	229	2	15541		7
GO:0140077	positive regulation of lipoprotein transport	BP	p	1.0	1.0	0	229	4	15541		8
GO:0090122	cholesterol ester hydrolysis involved in cholesterol transport	BP	p	1.0	1.0	0	229	1	15541		8
GO:0044546	NLRP3 inflammasome complex assembly	BP	p	1.0	1.0	0	229	19	15541		7
GO:0032736	positive regulation of interleukin-13 production	BP	p	1.0	1.0	0	229	12	15541		10
GO:1905748	hard palate morphogenesis	BP	p	1.0	1.0	0	229	3	15541		3
GO:0030910	olfactory placode formation	BP	p	1.0	1.0	0	229	2	15541		4
GO:0071623	negative regulation of granulocyte chemotaxis	BP	p	1.0	1.0	0	229	3	15541		9
GO:0035442	dipeptide transmembrane transport	BP	p	1.0	1.0	0	229	5	15541		9
GO:0046633	alpha-beta T cell proliferation	BP	p	1.0	1.0	0	229	11	15541		7
GO:0071830	triglyceride-rich lipoprotein particle clearance	BP	p	1.0	1.0	0	229	7	15541		3
GO:0032785	negative regulation of DNA-templated transcription, elongation	BP	p	1.0	1.0	0	229	21	15541		11
GO:2000438	negative regulation of monocyte extravasation	BP	p	1.0	1.0	0	229	1	15541		9
GO:0001779	natural killer cell differentiation	BP	p	1.0	1.0	0	229	17	15541		7
GO:0048642	negative regulation of skeletal muscle tissue development	BP	p	1.0	1.0	0	229	4	15541		7
GO:1902729	negative regulation of proteoglycan biosynthetic process	BP	p	1.0	1.0	0	229	1	15541		10
GO:0044779	meiotic spindle checkpoint signaling	BP	p	1.0	1.0	0	229	1	15541		11
GO:1902893	regulation of miRNA transcription	BP	p	1.0	1.0	1	229	68	15541	AR	10
GO:0038043	interleukin-5-mediated signaling pathway	BP	p	1.0	1.0	0	229	6	15541		7
GO:0021555	midbrain-hindbrain boundary morphogenesis	BP	p	1.0	1.0	0	229	3	15541		4
GO:0061108	seminal vesicle epithelium development	BP	p	1.0	1.0	0	229	1	15541		5
GO:0033024	mast cell apoptotic process	BP	p	1.0	1.0	0	229	4	15541		6
GO:0016241	regulation of macroautophagy	BP	p	1.0	1.0	2	229	172	15541	MTMR8,PIM2	7
GO:0007622	rhythmic behavior	BP	p	1.0	1.0	0	229	25	15541		3
GO:1990261	pre-mRNA catabolic process	BP	p	1.0	1.0	0	229	1	15541		8
GO:0031343	positive regulation of cell killing	BP	p	1.0	1.0	0	229	64	15541		5
GO:1902965	regulation of protein localization to early endosome	BP	p	1.0	1.0	0	229	8	15541		6
GO:0046057	dADP catabolic process	BP	p	1.0	1.0	0	229	1	15541		12
GO:0007442	hindgut morphogenesis	BP	p	1.0	1.0	0	229	4	15541		3
GO:0002939	tRNA N1-guanine methylation	BP	p	1.0	1.0	0	229	3	15541		11
GO:2000725	regulation of cardiac muscle cell differentiation	BP	p	1.0	1.0	0	229	12	15541		7
GO:0006575	modified amino acid metabolic process	BP	p	1.0	1.0	2	229	153	15541	G6PD,TMLHE	3
GO:0050746	regulation of lipoprotein metabolic process	BP	p	1.0	1.0	0	229	12	15541		7
GO:1904779	regulation of protein localization to centrosome	BP	p	1.0	1.0	0	229	12	15541		5
GO:1905243	cellular response to 3,3',5-triiodo-L-thyronine	BP	p	1.0	1.0	0	229	2	15541		6
GO:0150036	regulation of trans-synaptic signaling by endocannabinoid, modulating synaptic transmission	BP	p	1.0	1.0	0	229	2	15541		7
GO:0097211	cellular response to gonadotropin-releasing hormone	BP	p	1.0	1.0	0	229	3	15541		6
GO:0045023	G0 to G1 transition	BP	p	1.0	1.0	0	229	4	15541		3
GO:1901491	negative regulation of lymphangiogenesis	BP	p	1.0	1.0	0	229	2	15541		6
GO:0060904	regulation of protein folding in endoplasmic reticulum	BP	p	1.0	1.0	0	229	1	15541		5
GO:0045651	positive regulation of macrophage differentiation	BP	p	1.0	1.0	0	229	13	15541		10
GO:0042754	negative regulation of circadian rhythm	BP	p	1.0	1.0	0	229	10	15541		4
GO:0003166	bundle of His development	BP	p	1.0	1.0	0	229	3	15541		8
GO:0120191	negative regulation of termination of RNA polymerase II transcription	BP	p	1.0	1.0	0	229	1	15541		12
GO:0000961	negative regulation of mitochondrial RNA catabolic process	BP	p	1.0	1.0	0	229	2	15541		10
GO:0035924	cellular response to vascular endothelial growth factor stimulus	BP	p	1.0	1.0	0	229	25	15541		5
GO:0010594	regulation of endothelial cell migration	BP	p	1.0	1.0	2	229	147	15541	AGTR2,MECP2	6
GO:0046380	N-acetylneuraminate biosynthetic process	BP	p	1.0	1.0	0	229	2	15541		8
GO:0033624	negative regulation of integrin activation	BP	p	1.0	1.0	0	229	3	15541		7
GO:1903972	regulation of cellular response to macrophage colony-stimulating factor stimulus	BP	p	1.0	1.0	0	229	5	15541		6
GO:0042747	circadian sleep/wake cycle, REM sleep	BP	p	1.0	1.0	0	229	1	15541		6
GO:0033076	isoquinoline alkaloid metabolic process	BP	p	1.0	1.0	0	229	1	15541		4
GO:0032392	DNA geometric change	BP	p	1.0	1.0	0	229	5	15541		7
GO:0019852	L-ascorbic acid metabolic process	BP	p	1.0	1.0	0	229	9	15541		7
GO:0046085	adenosine metabolic process	BP	p	1.0	1.0	0	229	10	15541		9
GO:0032261	purine nucleotide salvage	BP	p	1.0	1.0	0	229	23	15541		10
GO:2000973	regulation of pro-B cell differentiation	BP	p	1.0	1.0	0	229	6	15541		7
GO:0060923	cardiac muscle cell fate commitment	BP	p	1.0	1.0	0	229	7	15541		5
GO:0010573	vascular endothelial growth factor production	BP	p	1.0	1.0	0	229	6	15541		7
GO:0007520	myoblast fusion	BP	p	1.0	1.0	0	229	29	15541		5
GO:0030811	regulation of nucleotide catabolic process	BP	p	1.0	1.0	0	229	51	15541		8
GO:0071322	cellular response to carbohydrate stimulus	BP	p	1.0	1.0	0	229	65	15541		5
GO:0002925	positive regulation of humoral immune response mediated by circulating immunoglobulin	BP	p	1.0	1.0	0	229	4	15541		10
GO:0034642	mitochondrion migration along actin filament	BP	p	1.0	1.0	0	229	1	15541		7
GO:0010560	positive regulation of glycoprotein biosynthetic process	BP	p	1.0	1.0	0	229	15	15541		9
GO:1904262	negative regulation of TORC1 signaling	BP	p	1.0	1.0	0	229	65	15541		9
GO:0060474	positive regulation of flagellated sperm motility involved in capacitation	BP	p	1.0	1.0	0	229	3	15541		10
GO:0021528	commissural neuron differentiation in spinal cord	BP	p	1.0	1.0	0	229	1	15541		6
GO:0019626	short-chain fatty acid catabolic process	BP	p	1.0	1.0	0	229	7	15541		10
GO:0014816	skeletal muscle satellite cell differentiation	BP	p	1.0	1.0	0	229	9	15541		5
GO:0043303	mast cell degranulation	BP	p	1.0	1.0	0	229	23	15541		9
GO:0043102	amino acid salvage	BP	p	1.0	1.0	0	229	8	15541		6
GO:1904237	positive regulation of substrate-dependent cell migration, cell attachment to substrate	BP	p	1.0	1.0	0	229	3	15541		7
GO:0060268	negative regulation of respiratory burst	BP	p	1.0	1.0	0	229	5	15541		6
GO:1902950	regulation of dendritic spine maintenance	BP	p	1.0	1.0	0	229	12	15541		7
GO:0060011	Sertoli cell proliferation	BP	p	1.0	1.0	0	229	6	15541		4
GO:0010996	response to auditory stimulus	BP	p	1.0	1.0	0	229	21	15541		4
GO:1903587	regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	BP	p	1.0	1.0	0	229	16	15541		7
GO:0030311	poly-N-acetyllactosamine biosynthetic process	BP	p	1.0	1.0	0	229	9	15541		6
GO:1900246	positive regulation of RIG-I signaling pathway	BP	p	1.0	1.0	0	229	9	15541		10
GO:1905053	positive regulation of base-excision repair	BP	p	1.0	1.0	0	229	1	15541		10
GO:1902165	regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	BP	p	1.0	1.0	0	229	16	15541		9
GO:0042354	L-fucose metabolic process	BP	p	1.0	1.0	0	229	7	15541		8
GO:0097186	amelogenesis	BP	p	1.0	1.0	0	229	10	15541		6
GO:0036335	intestinal stem cell homeostasis	BP	p	1.0	1.0	0	229	7	15541		4
GO:1904714	regulation of chaperone-mediated autophagy	BP	p	1.0	1.0	0	229	8	15541		8
GO:0043277	apoptotic cell clearance	BP	p	1.0	1.0	0	229	18	15541		7
GO:1900141	regulation of oligodendrocyte apoptotic process	BP	p	1.0	1.0	0	229	3	15541		7
GO:1990167	protein K27-linked deubiquitination	BP	p	1.0	1.0	0	229	3	15541		10
GO:0019918	peptidyl-arginine methylation, to symmetrical-dimethyl arginine	BP	p	1.0	1.0	0	229	1	15541		11
GO:0051101	regulation of DNA binding	BP	p	1.0	1.0	0	229	39	15541		4
GO:0032847	regulation of cellular pH reduction	BP	p	1.0	1.0	0	229	6	15541		8
GO:0060588	negative regulation of lipoprotein lipid oxidation	BP	p	1.0	1.0	0	229	1	15541		10
GO:0034983	peptidyl-lysine deacetylation	BP	p	1.0	1.0	0	229	2	15541		8
GO:1990416	cellular response to brain-derived neurotrophic factor stimulus	BP	p	1.0	1.0	0	229	8	15541		6
GO:1902217	erythrocyte apoptotic process	BP	p	1.0	1.0	0	229	1	15541		6
GO:0097499	protein localization to non-motile cilium	BP	p	1.0	1.0	0	229	12	15541		6
GO:0021547	midbrain-hindbrain boundary initiation	BP	p	1.0	1.0	0	229	1	15541		4
GO:0006089	lactate metabolic process	BP	p	1.0	1.0	0	229	15	15541		8
GO:0010820	positive regulation of T cell chemotaxis	BP	p	1.0	1.0	0	229	13	15541		11
GO:0072738	cellular response to diamide	BP	p	1.0	1.0	0	229	2	15541		5
GO:0044537	regulation of circulating fibrinogen levels	BP	p	1.0	1.0	0	229	1	15541		3
GO:2000845	positive regulation of testosterone secretion	BP	p	1.0	1.0	0	229	3	15541		9
GO:0060212	negative regulation of nuclear-transcribed mRNA poly(A) tail shortening	BP	p	1.0	1.0	0	229	3	15541		13
GO:1904270	pyroptosome complex assembly	BP	p	1.0	1.0	0	229	2	15541		6
GO:0042214	terpene metabolic process	BP	p	1.0	1.0	0	229	2	15541		6
GO:0031087	deadenylation-independent decapping of nuclear-transcribed mRNA	BP	p	1.0	1.0	0	229	4	15541		9
GO:0030885	regulation of myeloid dendritic cell activation	BP	p	1.0	1.0	0	229	5	15541		6
GO:1903698	positive regulation of microvillus assembly	BP	p	1.0	1.0	0	229	4	15541		9
