GO_ID	GO_Name	GO_Category	Enrichment	p_uncorrected	p_fdr_bh	Study_Count	Study_Total	Pop_Count	Pop_Total	Study_Genes	Depth
GO:1901858	regulation of mitochondrial DNA metabolic process	BP	p	1.0	1.0	0	229	6	15541		8
GO:0034695	response to prostaglandin E	BP	p	1.0	1.0	0	229	25	15541		5
GO:0002469	myeloid dendritic cell antigen processing and presentation	BP	p	1.0	1.0	0	229	2	15541		4
GO:1902838	regulation of nuclear migration along microtubule	BP	p	1.0	1.0	0	229	1	15541		7
GO:0009082	branched-chain amino acid biosynthetic process	BP	p	1.0	1.0	0	229	2	15541		8
GO:0042126	nitrate metabolic process	BP	p	1.0	1.0	0	229	3	15541		6
GO:0055009	atrial cardiac muscle tissue morphogenesis	BP	p	1.0	1.0	0	229	4	15541		6
GO:2000742	regulation of anterior head development	BP	p	1.0	1.0	0	229	2	15541		4
GO:0090298	negative regulation of mitochondrial DNA replication	BP	p	1.0	1.0	0	229	1	15541		11
GO:0001994	norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure	BP	p	1.0	1.0	0	229	2	15541		8
GO:0006473	protein acetylation	BP	p	1.0	1.0	0	229	29	15541		7
GO:0038154	interleukin-11-mediated signaling pathway	BP	p	1.0	1.0	0	229	7	15541		7
GO:0007289	spermatid nucleus differentiation	BP	p	1.0	1.0	0	229	7	15541		6
GO:0046296	glycolate catabolic process	BP	p	1.0	1.0	0	229	1	15541		9
GO:0072080	nephron tubule development	BP	p	1.0	1.0	0	229	20	15541		7
GO:0021956	central nervous system interneuron axonogenesis	BP	p	1.0	1.0	0	229	1	15541		10
GO:1904704	positive regulation of protein localization to adherens junction	BP	p	1.0	1.0	0	229	1	15541		7
GO:0070365	hepatocyte differentiation	BP	p	1.0	1.0	0	229	13	15541		5
GO:0002830	positive regulation of type 2 immune response	BP	p	1.0	1.0	0	229	16	15541		6
GO:0071539	protein localization to centrosome	BP	p	1.0	1.0	0	229	26	15541		8
GO:2000634	regulation of primary miRNA processing	BP	p	1.0	1.0	0	229	5	15541		11
GO:1904809	regulation of dense core granule transport	BP	p	1.0	1.0	0	229	1	15541		6
GO:0019242	methylglyoxal biosynthetic process	BP	p	1.0	1.0	0	229	1	15541		6
GO:0097294	'de novo' XMP biosynthetic process	BP	p	1.0	1.0	0	229	7	15541		12
GO:0000431	regulation of transcription from RNA polymerase II promoter by galactose	BP	p	1.0	1.0	0	229	1	15541		12
GO:0032875	regulation of DNA endoreduplication	BP	p	1.0	1.0	0	229	3	15541		10
GO:0050650	chondroitin sulfate proteoglycan biosynthetic process	BP	p	1.0	1.0	0	229	23	15541		9
GO:0090657	telomeric loop disassembly	BP	p	1.0	1.0	0	229	9	15541		8
GO:0032984	protein-containing complex disassembly	BP	p	1.0	1.0	1	229	132	15541	GSPT2	5
GO:0000012	single strand break repair	BP	p	1.0	1.0	0	229	11	15541		8
GO:0033364	mast cell secretory granule organization	BP	p	1.0	1.0	0	229	2	15541		7
GO:1900744	regulation of p38MAPK cascade	BP	p	1.0	1.0	0	229	35	15541		8
GO:0002554	serotonin secretion by platelet	BP	p	1.0	1.0	0	229	3	15541		9
GO:0060457	negative regulation of digestive system process	BP	p	1.0	1.0	0	229	13	15541		6
GO:0021544	subpallium development	BP	p	1.0	1.0	0	229	4	15541		3
GO:0072034	renal vesicle induction	BP	p	1.0	1.0	0	229	3	15541		7
GO:0055074	calcium ion homeostasis	BP	p	1.0	1.0	3	229	207	15541	FAM3A,HTR2C,TRPC5	5
GO:0022410	circadian sleep/wake cycle process	BP	p	1.0	1.0	0	229	4	15541		5
GO:0070060	'de novo' actin filament nucleation	BP	p	1.0	1.0	0	229	1	15541		7
GO:0034964	box H/ACA sno(s)RNA processing	BP	p	1.0	1.0	0	229	1	15541		9
GO:0010615	positive regulation of cardiac muscle adaptation	BP	p	1.0	1.0	0	229	3	15541		8
GO:0006851	mitochondrial calcium ion transmembrane transport	BP	p	1.0	1.0	0	229	21	15541		9
GO:0046356	acetyl-CoA catabolic process	BP	p	1.0	1.0	0	229	4	15541		9
GO:0017190	N-terminal peptidyl-aspartic acid acetylation	BP	p	1.0	1.0	0	229	2	15541		9
GO:0032979	protein insertion into mitochondrial inner membrane from matrix	BP	p	1.0	1.0	0	229	5	15541		10
GO:0046223	aflatoxin catabolic process	BP	p	1.0	1.0	0	229	2	15541		7
GO:0072169	specification of posterior mesonephric tubule identity	BP	p	1.0	1.0	0	229	1	15541		6
GO:0070237	positive regulation of activation-induced cell death of T cells	BP	p	1.0	1.0	0	229	1	15541		10
GO:0070950	regulation of neutrophil mediated killing of bacterium	BP	p	1.0	1.0	0	229	2	15541		9
GO:0048619	embryonic hindgut morphogenesis	BP	p	1.0	1.0	0	229	3	15541		4
GO:1903920	positive regulation of actin filament severing	BP	p	1.0	1.0	0	229	1	15541		6
GO:1901834	regulation of deadenylation-independent decapping of nuclear-transcribed mRNA	BP	p	1.0	1.0	0	229	1	15541		9
GO:0071866	negative regulation of apoptotic process in bone marrow cell	BP	p	1.0	1.0	0	229	2	15541		7
GO:0071230	cellular response to amino acid stimulus	BP	p	1.0	1.0	1	229	77	15541	RRAGB	5
GO:1905899	regulation of smooth muscle tissue development	BP	p	1.0	1.0	0	229	1	15541		5
GO:0097712	vesicle targeting, trans-Golgi to periciliary membrane compartment	BP	p	1.0	1.0	0	229	1	15541		4
GO:0090249	regulation of cell migration involved in somitogenic axis elongation	BP	p	1.0	1.0	0	229	2	15541		6
GO:0002605	negative regulation of dendritic cell antigen processing and presentation	BP	p	1.0	1.0	0	229	4	15541		6
GO:1902730	positive regulation of proteoglycan biosynthetic process	BP	p	1.0	1.0	0	229	5	15541		10
GO:0021740	principal sensory nucleus of trigeminal nerve development	BP	p	1.0	1.0	0	229	3	15541		5
GO:0060338	regulation of type I interferon-mediated signaling pathway	BP	p	1.0	1.0	0	229	32	15541		7
GO:0051403	stress-activated MAPK cascade	BP	p	1.0	1.0	0	229	21	15541		8
GO:0110022	regulation of cardiac muscle myoblast proliferation	BP	p	1.0	1.0	0	229	3	15541		6
GO:0036376	sodium ion export across plasma membrane	BP	p	1.0	1.0	0	229	12	15541		9
GO:1990755	mitotic spindle microtubule depolymerization	BP	p	1.0	1.0	0	229	1	15541		9
GO:0035498	carnosine metabolic process	BP	p	1.0	1.0	0	229	2	15541		7
GO:0000912	assembly of actomyosin apparatus involved in cytokinesis	BP	p	1.0	1.0	0	229	4	15541		5
GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	BP	p	1.0	1.0	0	229	2	15541		12
GO:0140501	positive regulation of reticulophagy	BP	p	1.0	1.0	0	229	3	15541		9
GO:0140245	regulation of translation at postsynapse	BP	p	1.0	1.0	0	229	2	15541		11
GO:0060399	positive regulation of growth hormone receptor signaling pathway	BP	p	1.0	1.0	0	229	3	15541		7
GO:0032723	positive regulation of connective tissue growth factor production	BP	p	1.0	1.0	0	229	1	15541		10
GO:0060795	cell fate commitment involved in formation of primary germ layer	BP	p	1.0	1.0	0	229	10	15541		4
GO:0150094	amyloid-beta clearance by cellular catabolic process	BP	p	1.0	1.0	0	229	7	15541		5
GO:0038133	ERBB2-ERBB3 signaling pathway	BP	p	1.0	1.0	0	229	9	15541		10
GO:0002842	positive regulation of T cell mediated immune response to tumor cell	BP	p	1.0	1.0	0	229	8	15541		9
GO:0042310	vasoconstriction	BP	p	1.0	1.0	0	229	30	15541		7
GO:0097237	cellular response to toxic substance	BP	p	1.0	1.0	0	229	13	15541		4
GO:0160195	negative regulation of phospholipase C/protein kinase C signal transduction	BP	p	1.0	1.0	0	229	2	15541		8
GO:0030813	positive regulation of nucleotide catabolic process	BP	p	1.0	1.0	0	229	23	15541		9
GO:1904587	response to glycoprotein	BP	p	1.0	1.0	0	229	5	15541		4
GO:0007216	G protein-coupled glutamate receptor signaling pathway	BP	p	1.0	1.0	0	229	15	15541		7
GO:0043622	cortical microtubule organization	BP	p	1.0	1.0	0	229	7	15541		8
GO:0034275	kynurenic acid metabolic process	BP	p	1.0	1.0	0	229	2	15541		8
GO:0006600	creatine metabolic process	BP	p	1.0	1.0	0	229	3	15541		8
GO:2000612	regulation of thyroid-stimulating hormone secretion	BP	p	1.0	1.0	0	229	1	15541		9
GO:0071800	podosome assembly	BP	p	1.0	1.0	0	229	7	15541		7
GO:0030382	sperm mitochondrion organization	BP	p	1.0	1.0	0	229	3	15541		6
GO:0043276	anoikis	BP	p	1.0	1.0	0	229	10	15541		5
GO:1902601	silver ion transmembrane transport	BP	p	1.0	1.0	0	229	1	15541		9
GO:1905483	regulation of motor neuron migration	BP	p	1.0	1.0	0	229	1	15541		7
GO:0097012	response to granulocyte macrophage colony-stimulating factor	BP	p	1.0	1.0	0	229	11	15541		5
GO:0003335	corneocyte development	BP	p	1.0	1.0	0	229	1	15541		4
GO:0032986	protein-DNA complex disassembly	BP	p	1.0	1.0	0	229	19	15541		6
GO:0090149	mitochondrial membrane fission	BP	p	1.0	1.0	0	229	2	15541		6
GO:0010971	positive regulation of G2/M transition of mitotic cell cycle	BP	p	1.0	1.0	0	229	25	15541		9
GO:0036294	cellular response to decreased oxygen levels	BP	p	1.0	1.0	1	229	118	15541	IRAK1	5
GO:0070886	positive regulation of calcineurin-NFAT signaling cascade	BP	p	1.0	1.0	0	229	18	15541		10
GO:0090303	positive regulation of wound healing	BP	p	1.0	1.0	0	229	53	15541		7
GO:0071371	cellular response to gonadotropin stimulus	BP	p	1.0	1.0	0	229	18	15541		5
GO:0033559	unsaturated fatty acid metabolic process	BP	p	1.0	1.0	1	229	90	15541	FAAH2	9
GO:0015986	proton motive force-driven ATP synthesis	BP	p	1.0	1.0	0	229	49	15541		12
GO:0019072	viral genome packaging	BP	p	1.0	1.0	0	229	2	15541		2
GO:1901662	quinone catabolic process	BP	p	1.0	1.0	0	229	1	15541		6
GO:0032088	negative regulation of NF-kappaB transcription factor activity	BP	p	1.0	1.0	0	229	40	15541		12
GO:0043323	positive regulation of natural killer cell degranulation	BP	p	1.0	1.0	0	229	3	15541		11
GO:0060088	auditory receptor cell stereocilium organization	BP	p	1.0	1.0	0	229	17	15541		8
GO:1901621	negative regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning	BP	p	1.0	1.0	0	229	1	15541		8
GO:0038185	nuclear receptor-mediated bile acid signaling pathway	BP	p	1.0	1.0	0	229	1	15541		8
GO:0045046	protein import into peroxisome membrane	BP	p	1.0	1.0	0	229	6	15541		7
GO:0000491	small nucleolar ribonucleoprotein complex assembly	BP	p	1.0	1.0	0	229	10	15541		7
GO:0051580	regulation of neurotransmitter uptake	BP	p	1.0	1.0	0	229	15	15541		6
GO:0021893	cerebral cortex GABAergic interneuron fate commitment	BP	p	1.0	1.0	0	229	2	15541		5
GO:0032291	axon ensheathment in central nervous system	BP	p	1.0	1.0	0	229	12	15541		4
GO:0018119	peptidyl-cysteine S-nitrosylation	BP	p	1.0	1.0	0	229	4	15541		8
GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	BP	p	1.0	1.0	0	229	3	15541		6
GO:1900264	positive regulation of DNA-directed DNA polymerase activity	BP	p	1.0	1.0	0	229	8	15541		10
GO:0060055	angiogenesis involved in wound healing	BP	p	1.0	1.0	0	229	16	15541		4
GO:0071409	cellular response to cycloheximide	BP	p	1.0	1.0	0	229	1	15541		6
GO:0048148	behavioral response to cocaine	BP	p	1.0	1.0	0	229	14	15541		4
GO:0046461	neutral lipid catabolic process	BP	p	1.0	1.0	0	229	29	15541		6
GO:0016446	somatic hypermutation of immunoglobulin genes	BP	p	1.0	1.0	0	229	12	15541		4
GO:1904638	response to resveratrol	BP	p	1.0	1.0	0	229	2	15541		4
GO:0021767	mammillary body development	BP	p	1.0	1.0	0	229	1	15541		3
GO:2000549	positive regulation of dendritic cell dendrite assembly	BP	p	1.0	1.0	0	229	1	15541		9
GO:0010609	mRNA localization resulting in post-transcriptional regulation of gene expression	BP	p	1.0	1.0	0	229	3	15541		9
GO:0070262	peptidyl-serine dephosphorylation	BP	p	1.0	1.0	0	229	3	15541		7
GO:0070239	regulation of activated T cell autonomous cell death	BP	p	1.0	1.0	0	229	1	15541		9
GO:0060739	mesenchymal-epithelial cell signaling involved in prostate gland development	BP	p	1.0	1.0	0	229	2	15541		6
GO:0035544	negative regulation of SNARE complex assembly	BP	p	1.0	1.0	0	229	2	15541		8
GO:0048791	calcium ion-regulated exocytosis of neurotransmitter	BP	p	1.0	1.0	0	229	7	15541		9
GO:1990776	response to angiotensin	BP	p	1.0	1.0	0	229	20	15541		5
GO:0045007	depurination	BP	p	1.0	1.0	0	229	3	15541		8
GO:0051865	protein autoubiquitination	BP	p	1.0	1.0	0	229	64	15541		10
GO:0090364	regulation of proteasome assembly	BP	p	1.0	1.0	0	229	1	15541		6
GO:0021554	optic nerve development	BP	p	1.0	1.0	0	229	14	15541		5
GO:0021553	olfactory nerve development	BP	p	1.0	1.0	0	229	3	15541		5
GO:0060287	epithelial cilium movement involved in determination of left/right asymmetry	BP	p	1.0	1.0	0	229	11	15541		6
GO:0021798	forebrain dorsal/ventral pattern formation	BP	p	1.0	1.0	0	229	4	15541		5
GO:0070294	renal sodium ion absorption	BP	p	1.0	1.0	0	229	17	15541		9
GO:0060297	regulation of sarcomere organization	BP	p	1.0	1.0	0	229	5	15541		9
GO:0061621	canonical glycolysis	BP	p	1.0	1.0	0	229	20	15541		15
GO:0002708	positive regulation of lymphocyte mediated immunity	BP	p	1.0	1.0	1	229	119	15541	BTK	7
GO:0033477	S-methylmethionine metabolic process	BP	p	1.0	1.0	0	229	1	15541		4
GO:0031635	adenylate cyclase-inhibiting opioid receptor signaling pathway	BP	p	1.0	1.0	0	229	1	15541		8
GO:0097742	de novo centriole assembly	BP	p	1.0	1.0	0	229	5	15541		8
GO:0009119	ribonucleoside metabolic process	BP	p	1.0	1.0	0	229	21	15541		7
GO:0072124	regulation of glomerular mesangial cell proliferation	BP	p	1.0	1.0	0	229	10	15541		6
GO:0045010	actin nucleation	BP	p	1.0	1.0	0	229	20	15541		6
GO:0043152	induction of bacterial agglutination	BP	p	1.0	1.0	0	229	2	15541		9
GO:0001944	vasculature development	BP	p	1.0	1.0	0	229	50	15541		4
GO:0048343	paraxial mesodermal cell fate commitment	BP	p	1.0	1.0	0	229	2	15541		6
GO:0050917	sensory perception of umami taste	BP	p	1.0	1.0	0	229	5	15541		7
GO:0033689	negative regulation of osteoblast proliferation	BP	p	1.0	1.0	0	229	10	15541		6
GO:0098535	de novo centriole assembly involved in multi-ciliated epithelial cell differentiation	BP	p	1.0	1.0	0	229	4	15541		9
GO:0110091	negative regulation of hippocampal neuron apoptotic process	BP	p	1.0	1.0	0	229	5	15541		8
GO:0052027	symbiont-mediated perturbation of host signal transduction pathway	BP	p	1.0	1.0	0	229	1	15541		6
GO:1901509	regulation of endothelial tube morphogenesis	BP	p	1.0	1.0	0	229	5	15541		6
GO:0160063	multi-pass transmembrane protein insertion into ER membrane	BP	p	1.0	1.0	0	229	9	15541		7
GO:1903109	positive regulation of mitochondrial transcription	BP	p	1.0	1.0	0	229	3	15541		11
GO:0071403	cellular response to high density lipoprotein particle stimulus	BP	p	1.0	1.0	0	229	2	15541		4
GO:0051262	protein tetramerization	BP	p	1.0	1.0	1	229	90	15541	HSD17B10	7
GO:0150077	regulation of neuroinflammatory response	BP	p	1.0	1.0	0	229	37	15541		7
GO:0032646	regulation of hepatocyte growth factor production	BP	p	1.0	1.0	0	229	1	15541		9
GO:2000848	positive regulation of corticosteroid hormone secretion	BP	p	1.0	1.0	0	229	8	15541		10
GO:0090291	negative regulation of osteoclast proliferation	BP	p	1.0	1.0	0	229	2	15541		7
GO:0048672	positive regulation of collateral sprouting	BP	p	1.0	1.0	0	229	9	15541		10
GO:0086064	cell communication by electrical coupling involved in cardiac conduction	BP	p	1.0	1.0	0	229	13	15541		4
GO:0008052	sensory organ boundary specification	BP	p	1.0	1.0	0	229	1	15541		5
GO:0002579	positive regulation of antigen processing and presentation	BP	p	1.0	1.0	0	229	9	15541		5
GO:0002444	myeloid leukocyte mediated immunity	BP	p	1.0	1.0	0	229	27	15541		4
GO:0001970	positive regulation of activation of membrane attack complex	BP	p	1.0	1.0	0	229	2	15541		8
GO:0070911	global genome nucleotide-excision repair	BP	p	1.0	1.0	0	229	2	15541		9
GO:0090330	regulation of platelet aggregation	BP	p	1.0	1.0	0	229	30	15541		7
GO:0035378	carbon dioxide transmembrane transport	BP	p	1.0	1.0	0	229	5	15541		6
GO:0097278	complement-dependent cytotoxicity	BP	p	1.0	1.0	0	229	2	15541		3
GO:0036368	cone photoresponse recovery	BP	p	1.0	1.0	0	229	2	15541		5
GO:0060455	negative regulation of gastric acid secretion	BP	p	1.0	1.0	0	229	2	15541		7
GO:0002835	negative regulation of response to tumor cell	BP	p	1.0	1.0	0	229	12	15541		6
GO:0097551	mitochondrial double-strand break repair	BP	p	1.0	1.0	0	229	1	15541		9
GO:0007422	peripheral nervous system development	BP	p	1.0	1.0	0	229	22	15541		4
GO:0061789	dense core granule priming	BP	p	1.0	1.0	0	229	3	15541		6
GO:0060083	smooth muscle contraction involved in micturition	BP	p	1.0	1.0	0	229	3	15541		8
GO:1905280	negative regulation of retrograde transport, endosome to Golgi	BP	p	1.0	1.0	0	229	1	15541		7
GO:0006337	nucleosome disassembly	BP	p	1.0	1.0	0	229	18	15541		7
GO:0060220	camera-type eye photoreceptor cell fate commitment	BP	p	1.0	1.0	0	229	1	15541		7
GO:0006437	tyrosyl-tRNA aminoacylation	BP	p	1.0	1.0	0	229	2	15541		10
GO:0001695	histamine catabolic process	BP	p	1.0	1.0	0	229	1	15541		6
GO:1904775	positive regulation of ubiquinone biosynthetic process	BP	p	1.0	1.0	0	229	1	15541		8
GO:1905818	regulation of chromosome separation	BP	p	1.0	1.0	0	229	66	15541		7
GO:0071041	antisense RNA transcript catabolic process	BP	p	1.0	1.0	0	229	1	15541		10
GO:0036269	swimming behavior	BP	p	1.0	1.0	0	229	2	15541		4
GO:0002716	negative regulation of natural killer cell mediated immunity	BP	p	1.0	1.0	0	229	26	15541		8
GO:0010819	regulation of T cell chemotaxis	BP	p	1.0	1.0	0	229	14	15541		10
GO:0072136	metanephric mesenchymal cell proliferation involved in metanephros development	BP	p	1.0	1.0	0	229	3	15541		5
GO:0010499	proteasomal ubiquitin-independent protein catabolic process	BP	p	1.0	1.0	0	229	4	15541		8
GO:2000595	regulation of optic nerve formation	BP	p	1.0	1.0	0	229	1	15541		5
GO:0009225	nucleotide-sugar metabolic process	BP	p	1.0	1.0	0	229	32	15541		7
GO:0099637	neurotransmitter receptor transport	BP	p	1.0	1.0	0	229	11	15541		6
GO:2000155	positive regulation of cilium-dependent cell motility	BP	p	1.0	1.0	0	229	14	15541		6
GO:0071503	response to heparin	BP	p	1.0	1.0	0	229	6	15541		4
GO:0061193	taste bud development	BP	p	1.0	1.0	0	229	1	15541		5
GO:0036337	Fas signaling pathway	BP	p	1.0	1.0	0	229	3	15541		6
GO:1901165	positive regulation of trophoblast cell migration	BP	p	1.0	1.0	0	229	6	15541		7
GO:1990926	short-term synaptic potentiation	BP	p	1.0	1.0	0	229	3	15541		8
GO:1901895	negative regulation of ATPase-coupled calcium transmembrane transporter activity	BP	p	1.0	1.0	0	229	2	15541		11
GO:0035196	miRNA processing	BP	p	1.0	1.0	0	229	32	15541		6
GO:0014736	negative regulation of muscle atrophy	BP	p	1.0	1.0	0	229	1	15541		8
GO:0033539	fatty acid beta-oxidation using acyl-CoA dehydrogenase	BP	p	1.0	1.0	0	229	10	15541		11
GO:0009217	purine deoxyribonucleoside triphosphate catabolic process	BP	p	1.0	1.0	0	229	3	15541		10
GO:0072233	metanephric thick ascending limb development	BP	p	1.0	1.0	0	229	2	15541		9
GO:0032988	protein-RNA complex disassembly	BP	p	1.0	1.0	0	229	9	15541		6
GO:0032764	negative regulation of mast cell cytokine production	BP	p	1.0	1.0	0	229	2	15541		11
GO:0048537	mucosa-associated lymphoid tissue development	BP	p	1.0	1.0	0	229	7	15541		5
GO:0060376	positive regulation of mast cell differentiation	BP	p	1.0	1.0	0	229	2	15541		10
GO:0060147	regulation of post-transcriptional gene silencing	BP	p	1.0	1.0	0	229	27	15541		8
GO:0009395	phospholipid catabolic process	BP	p	1.0	1.0	0	229	45	15541		6
GO:0032919	spermine acetylation	BP	p	1.0	1.0	0	229	1	15541		7
GO:1905447	negative regulation of mitochondrial ATP synthesis coupled electron transport	BP	p	1.0	1.0	0	229	2	15541		10
GO:0090596	sensory organ morphogenesis	BP	p	1.0	1.0	0	229	57	15541		4
GO:0106134	positive regulation of cardiac muscle cell contraction	BP	p	1.0	1.0	0	229	2	15541		10
GO:0072595	maintenance of protein localization in organelle	BP	p	1.0	1.0	0	229	40	15541		5
GO:0048008	platelet-derived growth factor receptor signaling pathway	BP	p	1.0	1.0	0	229	27	15541		8
GO:1902426	deactivation of mitotic spindle assembly checkpoint	BP	p	1.0	1.0	0	229	2	15541		12
GO:0090616	mitochondrial mRNA 3'-end processing	BP	p	1.0	1.0	0	229	1	15541		10
GO:0006744	ubiquinone biosynthetic process	BP	p	1.0	1.0	0	229	16	15541		7
GO:1903371	regulation of endoplasmic reticulum tubular network organization	BP	p	1.0	1.0	0	229	5	15541		6
GO:0038086	VEGF-activated platelet-derived growth factor receptor signaling pathway	BP	p	1.0	1.0	0	229	2	15541		9
GO:0033700	phospholipid efflux	BP	p	1.0	1.0	0	229	12	15541		6
GO:1903413	cellular response to bile acid	BP	p	1.0	1.0	0	229	3	15541		5
GO:0061384	heart trabecula morphogenesis	BP	p	1.0	1.0	0	229	20	15541		4
GO:1904791	negative regulation of shelterin complex assembly	BP	p	1.0	1.0	0	229	1	15541		7
GO:0032901	positive regulation of neurotrophin production	BP	p	1.0	1.0	0	229	1	15541		5
GO:0098902	regulation of membrane depolarization during action potential	BP	p	1.0	1.0	0	229	7	15541		5
GO:0032242	regulation of nucleoside transport	BP	p	1.0	1.0	0	229	2	15541		6
GO:0002590	negative regulation of antigen processing and presentation of peptide antigen via MHC class I	BP	p	1.0	1.0	0	229	2	15541		7
GO:0051956	negative regulation of amino acid transport	BP	p	1.0	1.0	0	229	14	15541		7
GO:0035864	response to potassium ion	BP	p	1.0	1.0	0	229	17	15541		4
GO:2001212	regulation of vasculogenesis	BP	p	1.0	1.0	0	229	11	15541		5
GO:0051136	regulation of NK T cell differentiation	BP	p	1.0	1.0	0	229	6	15541		11
GO:0098912	membrane depolarization during atrial cardiac muscle cell action potential	BP	p	1.0	1.0	0	229	3	15541		7
GO:0071658	regulation of IP-10 production	BP	p	1.0	1.0	0	229	1	15541		10
GO:2000737	negative regulation of stem cell differentiation	BP	p	1.0	1.0	0	229	22	15541		6
GO:0050667	homocysteine metabolic process	BP	p	1.0	1.0	0	229	11	15541		8
GO:0060582	cell fate determination involved in pattern specification	BP	p	1.0	1.0	0	229	1	15541		4
GO:0002074	extraocular skeletal muscle development	BP	p	1.0	1.0	0	229	5	15541		7
GO:1905205	positive regulation of connective tissue replacement	BP	p	1.0	1.0	0	229	2	15541		6
GO:0008617	guanosine metabolic process	BP	p	1.0	1.0	0	229	1	15541		9
GO:1905443	regulation of clathrin coat assembly	BP	p	1.0	1.0	0	229	3	15541		6
GO:1903971	positive regulation of response to macrophage colony-stimulating factor	BP	p	1.0	1.0	0	229	2	15541		6
GO:0032196	transposition	BP	p	1.0	1.0	0	229	5	15541		2
GO:0048066	developmental pigmentation	BP	p	1.0	1.0	0	229	11	15541		2
GO:2000043	regulation of cardiac cell fate specification	BP	p	1.0	1.0	0	229	1	15541		6
GO:0021822	negative regulation of cell motility involved in cerebral cortex radial glia guided migration	BP	p	1.0	1.0	0	229	1	15541		8
GO:0035526	retrograde transport, plasma membrane to Golgi	BP	p	1.0	1.0	0	229	2	15541		5
GO:0140745	siRNA transcription	BP	p	1.0	1.0	0	229	1	15541		9
GO:0030844	positive regulation of intermediate filament depolymerization	BP	p	1.0	1.0	0	229	1	15541		8
GO:1904520	regulation of myofibroblast cell apoptotic process	BP	p	1.0	1.0	0	229	2	15541		6
GO:1990953	intramanchette transport	BP	p	1.0	1.0	0	229	2	15541		8
GO:1904614	response to biphenyl	BP	p	1.0	1.0	0	229	2	15541		3
GO:0050851	antigen receptor-mediated signaling pathway	BP	p	1.0	1.0	1	229	119	15541	BTK	9
GO:0060745	mammary gland branching involved in pregnancy	BP	p	1.0	1.0	0	229	3	15541		8
GO:0043500	muscle adaptation	BP	p	1.0	1.0	0	229	27	15541		4
GO:0097623	potassium ion export across plasma membrane	BP	p	1.0	1.0	0	229	10	15541		9
GO:1904289	regulation of mitotic DNA damage checkpoint	BP	p	1.0	1.0	0	229	2	15541		9
GO:0021757	caudate nucleus development	BP	p	1.0	1.0	0	229	1	15541		4
GO:0071104	response to interleukin-9	BP	p	1.0	1.0	0	229	1	15541		5
GO:0008343	adult feeding behavior	BP	p	1.0	1.0	0	229	8	15541		4
GO:0031022	nuclear migration along microfilament	BP	p	1.0	1.0	0	229	2	15541		7
GO:0043519	regulation of myosin II filament organization	BP	p	1.0	1.0	0	229	1	15541		8
GO:0086010	membrane depolarization during action potential	BP	p	1.0	1.0	0	229	15	15541		5
GO:0050655	dermatan sulfate proteoglycan metabolic process	BP	p	1.0	1.0	0	229	11	15541		7
GO:0140495	migracytosis	BP	p	1.0	1.0	0	229	5	15541		5
GO:0010900	negative regulation of phosphatidylcholine catabolic process	BP	p	1.0	1.0	0	229	1	15541		10
GO:0051886	negative regulation of timing of anagen	BP	p	1.0	1.0	0	229	1	15541		8
GO:0055096	low-density lipoprotein particle mediated signaling	BP	p	1.0	1.0	0	229	3	15541		6
GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response	BP	p	1.0	1.0	0	229	32	15541		10
GO:0035608	protein deglutamylation	BP	p	1.0	1.0	0	229	6	15541		8
GO:0048169	regulation of long-term neuronal synaptic plasticity	BP	p	1.0	1.0	0	229	19	15541		9
GO:1901255	nucleotide-excision repair involved in interstrand cross-link repair	BP	p	1.0	1.0	0	229	2	15541		9
GO:0033137	negative regulation of peptidyl-serine phosphorylation	BP	p	1.0	1.0	0	229	6	15541		10
GO:1903977	positive regulation of glial cell migration	BP	p	1.0	1.0	0	229	8	15541		7
GO:0033598	mammary gland epithelial cell proliferation	BP	p	1.0	1.0	0	229	14	15541		4
GO:0043321	regulation of natural killer cell degranulation	BP	p	1.0	1.0	0	229	3	15541		10
GO:0043153	entrainment of circadian clock by photoperiod	BP	p	1.0	1.0	0	229	20	15541		6
GO:0061682	seminal vesicle morphogenesis	BP	p	1.0	1.0	0	229	1	15541		5
GO:0071846	actin filament debranching	BP	p	1.0	1.0	0	229	2	15541		4
GO:0046359	butyrate catabolic process	BP	p	1.0	1.0	0	229	1	15541		11
GO:0032715	negative regulation of interleukin-6 production	BP	p	1.0	1.0	0	229	34	15541		10
GO:0034311	diol metabolic process	BP	p	1.0	1.0	0	229	27	15541		6
GO:0071336	regulation of hair follicle cell proliferation	BP	p	1.0	1.0	0	229	1	15541		5
GO:0032746	positive regulation of interleukin-22 production	BP	p	1.0	1.0	0	229	1	15541		10
GO:0008300	isoprenoid catabolic process	BP	p	1.0	1.0	0	229	8	15541		6
GO:0060039	pericardium development	BP	p	1.0	1.0	0	229	8	15541		5
GO:1904300	positive regulation of transcytosis	BP	p	1.0	1.0	0	229	1	15541		7
GO:0042942	D-serine transmembrane transport	BP	p	1.0	1.0	0	229	1	15541		7
GO:1901099	negative regulation of signal transduction in absence of ligand	BP	p	1.0	1.0	0	229	35	15541		7
GO:0051958	methotrexate transport	BP	p	1.0	1.0	0	229	1	15541		7
